"","latitude","longitude","carbon_values","nitrogen_values","ph_values","Landcover","Climate_Re","elevation","prec_mean","temp_mean","clouds_mean","ndvi_mean"
"824",42.7630522088353,0.35929648241206,497,730,52,"Forest","Cool Temperate Moist",2223,118.5,5.39166666666671,43.7108333333333,0.278858333333333
"825",44.0883534136546,7.21105527638191,497,587,61,"Forest","Cool Temperate Moist",2047,120,7.52499999999998,32.51,0.357716666666667
"826",42.8433734939759,-0.386934673366834,498,596,62,"Forest","Cool Temperate Moist",1368,133.5,11.325,44.0825,0.5308875
"827",46.0562248995984,6.12562814070352,530,722,60,"Forest","Cool Temperate Moist",994,165,12.575,40.3983333333333,0.660979166666667
"828",44.0883534136546,6.46482412060302,505,809,59,"Forest","Cool Temperate Moist",1439,96.75,11.525,30.0833333333333,0.495795833333333
"829",43.9678714859438,6.26130653266332,569,760,61,"Forest","Cool Temperate Moist",1280,91.6666666666667,12.5666666666667,30.3816666666667,0.683116666666666
"830",45.9357429718875,5.44723618090452,567,685,65,"Forest","Cool Temperate Moist",664,138.5,13.975,36.2716666666667,0.652895833333333
"831",44.0883534136546,7.07537688442211,517,607,64,"Forest","Cool Temperate Moist",889,84.4166666666667,14.8083333333333,27.9733333333333,0.651045833333333
"832",45.9759036144578,2.86934673366834,0,0,0,"Forest","Cool Temperate Moist",617,77.4166666666667,14.2500000000001,40.9775,0.701204166666667
"833",44.0883534136546,5.31155778894472,580,865,60,"Forest","Cool Temperate Moist",910,86.6666666666667,14.8,29.28,0.6246125
"834",44.570281124498,2.80150753768844,535,639,59,"Forest","Cool Temperate Moist",613,96.75,14.4833333333334,40.8858333333333,0.698416666666667
"835",47.7429718875502,6.93969849246231,510,807,54,"Forest","Cool Temperate Moist",548,112.333333333333,12.8333333333333,43.2833333333333,0.632554166666667
"836",43.9678714859438,7.55025125628141,525,678,59,"Forest","Cool Temperate Moist",999,84.6666666666667,13.4416666666667,30.4966666666667,0.731529166666667
"837",46.0562248995984,5.44723618090452,535,894,57,"Forest","Cool Temperate Moist",596,130.833333333333,14.075,35.965,0.635920833333333
"838",45.3333333333333,5.71859296482412,536,733,59,"Forest","Cool Temperate Moist",1647,161.166666666667,8.04166666666674,39.4508333333333,0.393070833333333
"839",43.9277108433735,6.73618090452261,534,657,59,"Forest","Cool Temperate Moist",1447,96.5,11.6333333333334,29.8866666666667,0.526483333333333
"840",46.0963855421687,4.36180904522613,547,706,60,"Forest","Cool Temperate Moist",756,95.5833333333333,12.9666666666667,42.2883333333333,0.732308333333334
"841",44.1285140562249,6.80402010050251,512,684,58,"Forest","Cool Temperate Moist",1203,80.3333333333333,12.5166666666667,28.7208333333333,0.631225
"842",45.8955823293173,1.78391959798995,517,832,57,"Forest","Cool Temperate Moist",576,111.666666666667,13.775,43.3708333333333,0.753358333333333
"843",44.7710843373494,6.60050251256281,510,751,60,"Forest","Cool Temperate Moist",1820,79.75,6.60000000000002,39.6041666666667,0.5463625
"844",46.2168674698795,4.36180904522613,495,780,61,"Forest","Cool Temperate Moist",591,87.8333333333333,14.325,39.9233333333333,0.785879166666667
"845",44.570281124498,5.31155778894472,511,634,61,"Forest","Cool Temperate Moist",780,84.75,14.0916666666666,32.3941666666667,0.653545833333333
"846",46.4176706827309,5.44723618090452,520,814,53,"Forest","Cool Temperate Moist",539,119.916666666667,14.2416666666667,36.8008333333333,0.707920833333333
"847",45.6546184738956,6.53266331658292,546,778,58,"Forest","Cool Temperate Moist",1940,184.25,5.48333333333341,36.9108333333333,0.228729166666667
"848",49.9116465863454,4.83668341708543,537,888,53,"Forest","Cool Temperate Moist",226,88.75,13.0416666666667,46.3366666666667,0.6033
"849",42.4417670682731,2.39447236180905,489,714,61,"Forest","Cool Temperate Moist",1807,72.1666666666667,8.27500000000003,37.2433333333333,0.5972375
"850",42.4819277108434,2.39447236180905,519,573,61,"Forest","Cool Temperate Moist",1772,71.25,9.7166666666667,37.3416666666667,0.559529166666667
"851",45.3734939759036,1.98743718592965,482,544,62,"Forest","Cool Temperate Moist",653,118,13.8583333333333,41.2783333333333,0.742733333333333
"852",44.6506024096386,6.66834170854271,504,623,63,"Forest","Cool Temperate Moist",1406,69.25,10.4333333333334,32.0875,0.653908333333333
"853",44.8915662650602,4.22613065326633,508,632,61,"Forest","Cool Temperate Moist",1118,82.6666666666667,11.425,37.6491666666667,0.6487625
"854",47.9839357429719,7.07537688442211,525,609,61,"Forest","Cool Temperate Moist",775,99.6666666666667,11.8,43.0925,0.6401
"855",48.0642570281125,7.07537688442211,513,649,63,"Forest","Cool Temperate Moist",708,94.3333333333333,11.9250000000001,40.5141666666667,0.643916666666667
"856",47.2610441767068,4.97236180904523,491,580,64,"Forest","Cool Temperate Moist",348,71.5833333333333,14.2833333333334,36.8775,0.632454166666667
"857",44.7710843373494,6.80402010050251,495,682,60,"Forest","Cool Temperate Moist",1833,90,7.47500000000002,34.5266666666667,0.394029166666667
"858",45.1726907630522,4.42964824120603,0,0,0,"Forest","Cool Temperate Moist",1070,90.25,11.5916666666668,42.5883333333333,0.721004166666667
"859",45.0923694779116,4.22613065326633,504,618,61,"Forest","Cool Temperate Moist",979,76.0833333333333,12.2416666666667,41.8375,0.688479166666667
"860",46.2570281124498,5.71859296482412,488,624,61,"Forest","Cool Temperate Moist",972,151.416666666667,11.4,38.9483333333333,0.674995833333333
"861",45.6546184738956,6.60050251256281,523,784,61,"Forest","Cool Temperate Moist",2058,177.083333333333,4.99166666666667,37.4516666666667,0.2517875
"863",45.3333333333333,6.26130653266332,0,0,0,"Forest","Cool Temperate Moist",1235,128.083333333333,9.89166666666671,34.6841666666667,0.681695833333333
"864",48.2650602409639,7.07537688442211,539,713,64,"Forest","Cool Temperate Moist",542,93.1666666666667,12.4416666666667,41.3508333333333,0.662204166666667
"865",44.8112449799197,5.78643216080402,0,0,0,"Forest","Cool Temperate Moist",1067,100.5,12.075,34.1841666666667,0.614129166666667
"866",48.3855421686747,7.07537688442211,519,585,62,"Forest","Cool Temperate Moist",688,111,11.7916666666667,46.775,0.719041666666667
"867",48.4658634538153,7.07537688442211,540,849,60,"Forest","Cool Temperate Moist",740,113.166666666667,11.0416666666667,48.095,0.656408333333333
"868",48.5060240963855,7.07537688442211,516,732,57,"Forest","Cool Temperate Moist",413,105.583333333333,12.9833333333334,46.2,0.675641666666667
"870",47.0602409638554,5.92211055276382,522,522,59,"Forest","Cool Temperate Moist",498,114,14.0083333333334,38.1375,0.7566125
"871",42.8433734939759,1.30904522613065,522,704,58,"Forest","Cool Temperate Moist",980,77.6666666666667,13.2583333333334,44.175,0.6758375
"872",47.140562248996,5.92211055276382,512,548,60,"Forest","Cool Temperate Moist",444,109.583333333333,14.3583333333333,37.6566666666667,0.6998
"873",44.6104417670683,5.58291457286432,506,784,56,"Forest","Cool Temperate Moist",1232,103.75,11.5750000000001,34.2758333333333,0.660225
"874",45.574297188755,6.66834170854271,510,533,59,"Forest","Cool Temperate Moist",1088,110.583333333333,11.3750000000001,32.6775,0.549229166666667
"875",42.7228915662651,1.44472361809045,527,647,59,"Forest","Cool Temperate Moist",1393,64.5833333333333,12.65,41.8391666666667,0.583070833333333
"876",45.7751004016064,6.26130653266332,521,686,59,"Forest","Cool Temperate Moist",746,139.083333333333,13.0583333333333,36.4141666666667,0.683366666666667
"877",42.8433734939759,1.17336683417085,517,724,59,"Forest","Cool Temperate Moist",1065,72.8333333333333,13.4416666666667,40.5008333333333,0.6241875
"878",42.9236947791165,1.44472361809045,554,654,59,"Forest","Cool Temperate Moist",1385,86.8333333333333,11.825,46.8991666666667,0.701133333333333
"879",42.9638554216867,1.44472361809045,528,825,58,"Forest","Cool Temperate Moist",987,83.8333333333333,13.9166666666667,44.4033333333333,0.676975
"880",45.9357429718875,6.26130653266332,502,586,61,"Forest","Cool Temperate Moist",1429,184.75,8.92500000000007,40.9941666666667,0.547033333333333
"881",42.6024096385542,2.05527638190955,528,991,52,"Forest","Cool Temperate Moist",1782,64.5,9.07500000000005,37.5741666666667,0.646404166666667
"882",44.6104417670683,4.09045226130653,501,752,53,"Forest","Cool Temperate Moist",1401,107.916666666667,10.0583333333333,41.5366666666667,0.693325
"883",42.6827309236948,2.05527638190955,516,844,54,"Forest","Cool Temperate Moist",2031,72.1666666666667,7.10000000000002,40.7983333333333,0.4292
"884",45.6947791164659,3.54773869346734,514,593,63,"Forest","Cool Temperate Moist",500,83.1666666666667,14.825,42.0708333333333,0.723920833333333
"885",44.289156626506,3.75125628140704,504,559,63,"Forest","Cool Temperate Moist",922,95,13.5833333333334,36.9133333333333,0.65845
"886",45.9759036144578,5.78643216080402,505,561,63,"Forest","Cool Temperate Moist",809,130.833333333333,13.1,36.7408333333333,0.637625
"887",45.9357429718875,5.78643216080402,517,532,63,"Forest","Cool Temperate Moist",1002,147.666666666667,11.85,41.2366666666667,0.6357625
"888",45.5341365461847,3.88693467336683,547,760,62,"Forest","Cool Temperate Moist",1145,87.6666666666667,10.925,43.8141666666667,0.675354166666667
"889",42.8835341365462,1.78391959798995,483,616,63,"Forest","Cool Temperate Moist",1019,73.6666666666667,14.6083333333334,42.9041666666667,0.654920833333333
"890",44.4497991967871,5.85427135678392,494,572,62,"Forest","Cool Temperate Moist",1262,90,11.1583333333334,34.1858333333333,0.579429166666667
"891",45.1726907630522,4.49748743718593,511,635,61,"Forest","Cool Temperate Moist",705,92.75,13.3916666666667,39.5408333333333,0.720925
"892",42.7630522088353,0.291457286432161,514,730,57,"Forest","Cool Temperate Moist",1788,114.083333333333,7.32499999999999,43.27,0.4329875
"893",48.0642570281125,6.53266331658292,506,515,60,"Forest","Cool Temperate Moist",484,97.3333333333333,13.2416666666667,41.9066666666667,0.65695
"894",42.8835341365462,0.902010050251256,528,595,61,"Forest","Cool Temperate Moist",1372,90.5833333333333,11.5166666666667,44.7925,0.559133333333333
"895",44.4497991967871,6.39698492462312,511,583,59,"Forest","Cool Temperate Moist",813,75.3333333333333,13.4166666666667,28.7491666666667,0.593395833333333
"896",42.9236947791165,0.902010050251256,508,706,61,"Forest","Cool Temperate Moist",941,82.6666666666667,13.9083333333334,42.1625,0.661070833333333
"897",45.8152610441767,5.58291457286432,552,636,67,"Forest","Cool Temperate Moist",929,143.833333333333,11.1916666666667,37.3383333333333,0.598379166666667
"898",47.3012048192771,4.83668341708543,528,583,68,"Forest","Cool Temperate Moist",353,67.5,14.4916666666667,36.2475,0.6305
"899",45.4136546184739,6.05778894472362,532,597,68,"Forest","Cool Temperate Moist",1079,149.25,11.8083333333334,36.8841666666667,0.716770833333333
"900",46.4578313253012,5.78643216080402,544,600,60,"Forest","Cool Temperate Moist",900,168.5,11.8583333333333,41.3308333333333,0.661091666666667
"901",47.3012048192771,6.26130653266332,544,613,61,"Forest","Cool Temperate Moist",560,98.9166666666667,13.5166666666667,37.4575,0.712033333333333
"902",47.2610441767068,4.02261306532663,537,673,61,"Forest","Cool Temperate Moist",557,83.9166666666667,13.0166666666667,42.66,0.615066666666667
"903",47.8232931726908,6.60050251256281,531,618,61,"Forest","Cool Temperate Moist",527,125.916666666667,13.0916666666668,42.315,0.614608333333333
"904",43.8072289156626,6.46482412060302,525,548,59,"Forest","Cool Temperate Moist",1154,70.8333333333333,14.075,27.1608333333333,0.661179166666667
"905",42.8433734939759,0.766331658291458,536,629,60,"Forest","Cool Temperate Moist",1487,89.25,11.1083333333333,44.5608333333333,0.659825
"906",47.863453815261,7.14321608040201,517,669,58,"Forest","Cool Temperate Moist",742,110.083333333333,11.7250000000001,45.6633333333333,0.621904166666667
"907",43.9277108433735,6.46482412060302,513,663,58,"Forest","Cool Temperate Moist",1329,94.75,12.1250000000001,29.9116666666667,0.57995
"908",46.4176706827309,5.58291457286432,532,578,60,"Forest","Cool Temperate Moist",414,123,14.7916666666667,37.3225,0.676225
"909",44.1285140562249,3.47989949748744,542,859,56,"Forest","Cool Temperate Moist",1154,75.0833333333333,12.05,40.9891666666667,0.694816666666667
"910",48.0642570281125,7.14321608040201,538,704,60,"Forest","Cool Temperate Moist",778,98.3333333333333,11.75,41.6991666666667,0.596129166666667
"911",44.5301204819277,3.95477386934673,526,732,59,"Forest","Cool Temperate Moist",924,87.1666666666667,13.2333333333333,34.8108333333333,0.69345
"912",48.0240963855422,6.73618090452261,546,784,56,"Forest","Cool Temperate Moist",642,113.666666666667,12.4083333333334,40.0891666666667,0.6775875
"913",42.7228915662651,2.25879396984925,510,778,53,"Forest","Cool Temperate Moist",1314,69.5,11.025,39.4016666666667,0.745295833333333
"914",44.9317269076305,5.65075376884422,520,764,54,"Forest","Cool Temperate Moist",743,86.3333333333333,14.1,34.3091666666667,0.650966666666667
"915",45.0522088353414,5.65075376884422,536,745,60,"Forest","Cool Temperate Moist",814,89,13.825,32.9716666666667,0.629475
"916",42.4819277108434,3.00502512562814,544,789,58,"Forest","Cool Temperate Moist",890,50.8333333333333,15.3833333333334,34.3208333333333,0.717129166666667
"917",48.2650602409639,7.14321608040201,509,578,59,"Forest","Cool Temperate Moist",836,108.333333333333,10.7250000000001,46.0625,0.644320833333333
"918",42.7228915662651,1.71608040201005,534,747,59,"Forest","Cool Temperate Moist",1723,69.9166666666667,8.69166666666666,44.4766666666667,0.4528875
"919",44.570281124498,5.44723618090452,535,794,59,"Forest","Cool Temperate Moist",1093,90.0833333333333,12.0916666666667,34.8125,0.630966666666667
"920",43.6867469879518,2.59798994974874,514,669,61,"Forest","Cool Temperate Moist",805,93.8333333333333,13.7500000000001,45.6075,0.7055
"921",43.7670682730924,2.59798994974874,527,598,62,"Forest","Cool Temperate Moist",790,91.6666666666667,13.7333333333333,43.9616666666667,0.7466
"922",48.5461847389558,7.14321608040201,512,824,53,"Forest","Cool Temperate Moist",724,103.333333333333,11.5916666666666,46.8025,0.749070833333333
"923",44.9317269076305,4.56532663316583,496,667,60,"Forest","Cool Temperate Moist",717,94.3333333333333,13.8416666666666,35.6383333333333,0.752704166666667
"924",44.4899598393574,3.34422110552764,492,557,61,"Forest","Cool Temperate Moist",834,60.9166666666667,13.5416666666667,39.0891666666667,0.67865
"925",44.9718875502008,3.95477386934673,494,503,61,"Forest","Cool Temperate Moist",740,66.5833333333333,13.6166666666667,41.205,0.731404166666667
"926",42.9236947791165,0.630653266331659,496,614,60,"Forest","Cool Temperate Moist",725,89.25,14.4166666666667,40.1816666666667,0.7269875
"927",42.7630522088353,1.37688442211055,524,651,62,"Forest","Cool Temperate Moist",1643,80.1666666666667,10.1250000000001,46.3091666666667,0.43615
"928",46.4176706827309,5.37939698492462,514,519,61,"Forest","Cool Temperate Moist",589,127.333333333333,13.8166666666667,38.5516666666667,0.6558625
"929",44.7309236947791,4.15829145728643,488,636,60,"Forest","Cool Temperate Moist",1078,93.25,11.3333333333333,38.8583333333333,0.694295833333333
"930",45.3333333333333,4.56532663316583,518,560,60,"Forest","Cool Temperate Moist",885,91.1666666666667,12.6500000000001,40.6358333333333,0.670170833333333
"931",42.9638554216867,-0.86180904522613,509,650,58,"Forest","Cool Temperate Moist",1050,139.916666666667,12.7916666666667,48.9258333333333,0.681929166666667
"932",44.7710843373494,3.34422110552764,506,636,55,"Forest","Cool Temperate Moist",945,59.9166666666667,12.5000000000001,41.8641666666667,0.63975
"933",44.6907630522088,5.92211055276382,509,563,61,"Forest","Cool Temperate Moist",1632,100.333333333333,9.16666666666674,32.2066666666667,0.520645833333333
"934",45.4538152610442,3.95477386934673,519,567,61,"Forest","Cool Temperate Moist",1186,86.8333333333333,10.9333333333334,46.0866666666667,0.771541666666667
"935",42.9236947791165,0.494974874371859,498,600,60,"Forest","Cool Temperate Moist",1059,96,12.65,42.6533333333333,0.735841666666667
"936",42.8032128514056,1.24120603015075,542,647,63,"Forest","Cool Temperate Moist",1241,78.0833333333333,11.2666666666667,44.2941666666667,0.635916666666667
"937",42.8835341365462,1.37688442211055,538,550,66,"Forest","Cool Temperate Moist",855,76.5833333333333,14.975,44.2733333333333,0.701895833333333
"938",43.7269076305221,3.00502512562814,555,627,66,"Forest","Cool Temperate Moist",868,84,13.9666666666666,43.6033333333333,0.740158333333333
"939",44.570281124498,3.81909547738693,525,627,67,"Forest","Cool Temperate Moist",1247,85.75,11.0166666666667,41.4991666666667,0.755379166666667
"940",42.6024096385542,2.19095477386935,551,750,63,"Forest","Cool Temperate Moist",1498,63.0833333333333,10.425,41.8675,0.509070833333333
"941",42.7228915662651,2.19095477386935,528,608,68,"Forest","Cool Temperate Moist",1264,66.9166666666667,11.5000000000001,39.205,0.753916666666667
"942",43.6465863453815,2.53015075376884,529,701,69,"Forest","Cool Temperate Moist",750,95,14.1,45.4516666666667,0.690233333333333
"943",44.6907630522088,3.81909547738693,537,692,60,"Forest","Cool Temperate Moist",1072,71,11.7500000000001,41.7125,0.594491666666667
"944",44.9317269076305,5.24371859296483,539,534,64,"Forest","Cool Temperate Moist",942,105.166666666667,12.0666666666667,37.2741666666667,0.636395833333333
"945",42.8835341365462,1.10552763819095,519,598,60,"Forest","Cool Temperate Moist",1353,93.0833333333333,11.5083333333334,46.0191666666667,0.698020833333334
"947",44.1285140562249,6.87185929648241,540,706,60,"Forest","Cool Temperate Moist",1693,87.3333333333333,9.30000000000001,28.8766666666667,0.477791666666667
"948",45.5341365461847,6.46482412060302,555,536,60,"Forest","Cool Temperate Moist",722,117.916666666667,13.8000000000001,34.1366666666667,0.634779166666667
"949",44.3694779116466,6.60050251256281,531,725,60,"Forest","Cool Temperate Moist",1659,78.1666666666667,9.50833333333333,28.1825,0.316454166666667
"950",45.1726907630522,3.81909547738693,543,665,60,"Forest","Cool Temperate Moist",1050,69.3333333333333,11.9833333333333,41.7025,0.627916666666667
"951",48.9879518072289,7.8894472361809,520,624,60,"Forest","Cool Temperate Moist",207,69.9166666666667,14.125,42.0266666666667,0.665366666666667
"952",47.4618473895582,7.21105527638191,515,678,59,"Forest","Cool Temperate Moist",475,104.666666666667,13.4,39.7075,0.661975
"953",44.3293172690763,6.60050251256281,519,584,59,"Forest","Cool Temperate Moist",1775,97.25,9.08333333333331,30.3066666666667,0.59535
"954",44.1686746987952,7.07537688442211,522,537,57,"Forest","Cool Temperate Moist",1302,81.9166666666667,13.45,28.5875,0.586629166666667
"955",42.8032128514056,-0.590452261306533,507,520,58,"Forest","Cool Temperate Moist",1720,145.916666666667,9.56666666666666,43.1175,0.345783333333333
"956",42.8433734939759,-0.590452261306533,495,733,59,"Forest","Cool Temperate Moist",1616,134.416666666667,9.75000000000006,42.5408333333333,0.4242875
"957",44.2489959839357,5.98994974874372,492,630,59,"Forest","Cool Temperate Moist",818,81.75,15.025,30.5733333333333,0.555429166666667
"958",44.3694779116466,3.68341708542714,500,758,55,"Forest","Cool Temperate Moist",849,78.0833333333333,13.5416666666667,35.9825,0.6405875
"959",45.4136546184739,3.81909547738693,518,574,58,"Forest","Cool Temperate Moist",1039,82.75,11.8666666666667,46.5991666666667,0.7534625
"960",44.4497991967871,6.26130653266332,497,557,58,"Forest","Cool Temperate Moist",1019,68.9166666666667,14.0583333333334,27.8066666666667,0.514908333333333
"961",44.4899598393574,3.68341708542714,503,626,59,"Forest","Cool Temperate Moist",1108,77.5833333333333,11.825,41.6233333333333,0.592133333333333
"962",45.574297188755,3.81909547738693,547,639,59,"Forest","Cool Temperate Moist",1099,96,11.2833333333334,45.5683333333333,0.634229166666667
"963",44.8112449799197,3.00502512562814,502,753,58,"Forest","Cool Temperate Moist",1056,80.4166666666667,11.725,45.61,0.6288625
"964",42.8032128514056,0.223618090452262,519,608,59,"Forest","Cool Temperate Moist",1538,106.75,9.75833333333344,43.2091666666667,0.679395833333333
"965",44.0481927710843,3.54773869346734,545,588,60,"Forest","Cool Temperate Moist",1216,86,11.8,38.3558333333333,0.656491666666667
"966",45.7349397590361,3.81909547738693,497,625,59,"Forest","Cool Temperate Moist",1078,96.0833333333333,10.9333333333333,45.2625,0.598329166666667
"967",44.4096385542169,6.66834170854271,508,761,52,"Forest","Cool Temperate Moist",1673,86.25,8.5,31.26,0.447933333333333
"969",46.0562248995984,5.92211055276382,501,563,61,"Forest","Cool Temperate Moist",616,141.083333333333,14.1250000000001,39.59,0.6263625
"970",48.1044176706827,7.21105527638191,524,611,62,"Forest","Cool Temperate Moist",692,92.8333333333333,11.9500000000001,41.1558333333333,0.621170833333333
"971",47.1807228915663,6.12562814070352,539,740,59,"Forest","Cool Temperate Moist",491,111.166666666667,13.9666666666667,37.8891666666667,0.668491666666667
"972",44.0080321285141,3.41206030150754,516,758,62,"Forest","Cool Temperate Moist",973,75.1666666666667,13.5333333333334,39.635,0.592629166666667
"973",44.0481927710843,3.41206030150754,489,588,61,"Forest","Cool Temperate Moist",715,71.5,13.8583333333333,38.945,0.666425
"974",45.6144578313253,6.87185929648241,502,558,60,"Forest","Cool Temperate Moist",1566,112.833333333333,8.02500000000003,35.635,0.5722125
"975",44.6907630522088,6.66834170854271,527,822,58,"Forest","Cool Temperate Moist",2174,81.5,6.26666666666671,37.025,0.381470833333333
"976",47.1004016064257,3.95477386934673,498,536,62,"Forest","Cool Temperate Moist",372,89,14.1416666666667,41.9308333333333,0.718833333333334
"977",44.1686746987952,3.41206030150754,495,669,59,"Forest","Cool Temperate Moist",1013,70.6666666666667,12.8083333333333,41.2658333333333,0.543258333333333
"978",46.0160642570281,6.19346733668342,496,736,59,"Forest","Cool Temperate Moist",666,146.833333333333,13.9916666666667,35.0391666666667,0.579675
"979",45.4538152610442,4.02261306532663,505,679,60,"Forest","Cool Temperate Moist",1086,82.4166666666667,11.5416666666667,45.385,0.694829166666667
"980",45.2128514056225,4.42964824120603,559,699,64,"Forest","Cool Temperate Moist",982,86.1666666666667,11.9416666666667,42.7625,0.731475
"981",44.8915662650602,6.66834170854271,530,622,66,"Forest","Cool Temperate Moist",1893,79.6666666666667,7.29166666666669,35.8116666666667,0.506766666666667
"982",44.4899598393574,3.41206030150754,542,622,67,"Forest","Cool Temperate Moist",742,63.6666666666667,13.425,39.155,0.705995833333333
"983",45.2530120481928,5.98994974874372,513,702,63,"Forest","Cool Temperate Moist",1243,174.916666666667,10.75,37.3483333333333,0.424341666666667
"984",44.570281124498,3.41206030150754,535,683,60,"Forest","Cool Temperate Moist",1015,73.25,11.9666666666667,43.8675,0.673925
"985",43.004016064257,-0.99748743718593,523,677,63,"Forest","Cool Temperate Moist",1077,132.25,12.5583333333333,46.185,0.5974875
"986",45.293172690763,2.53015075376884,537,735,67,"Forest","Cool Temperate Moist",823,115.25,12.9666666666666,43.4533333333333,0.716329166666667
"987",43.1244979919679,-0.99748743718593,539,603,69,"Forest","Cool Temperate Moist",993,143.25,13.2833333333334,49.0975,0.67405
"988",44.289156626506,6.32914572864322,535,592,63,"Forest","Cool Temperate Moist",1322,87.25,11.8750000000001,28.8833333333333,0.553316666666667
"989",47.8232931726908,6.46482412060302,529,697,60,"Forest","Cool Temperate Moist",412,115,13.775,40.2925,0.666304166666667
"990",45.4136546184739,6.66834170854271,528,585,60,"Forest","Cool Temperate Moist",1714,114.833333333333,6.94166666666672,36.61,0.444691666666667
"991",47.863453815261,6.46482412060302,529,523,60,"Forest","Cool Temperate Moist",490,124.333333333333,13.2416666666666,42.6633333333333,0.622608333333333
"992",44.9317269076305,3.41206030150754,518,583,58,"Forest","Cool Temperate Moist",1306,69.4166666666667,10.3583333333334,47.2633333333333,0.6567125
"993",44.4899598393574,6.32914572864322,533,553,59,"Forest","Cool Temperate Moist",989,71.4166666666667,13.2333333333334,28.4741666666667,0.637154166666667
"994",45.6144578313253,6.80402010050251,547,712,60,"Forest","Cool Temperate Moist",952,100,10.8833333333334,35.4983333333333,0.620516666666667
"995",45.9759036144578,6.60050251256281,537,798,59,"Forest","Cool Temperate Moist",1332,142.666666666667,9.89166666666671,32.3733333333333,0.446670833333334
"996",47.8232931726908,6.87185929648241,532,704,57,"Forest","Cool Temperate Moist",866,111.916666666667,11.6916666666667,45.39,0.661991666666667
"997",45.8955823293173,3.68341708542714,531,739,59,"Forest","Cool Temperate Moist",702,104.666666666667,13.1333333333334,42.495,0.690375
"998",45.9759036144578,3.68341708542714,531,608,58,"Forest","Cool Temperate Moist",853,102.5,12.5833333333334,44.4616666666667,0.640579166666667
"999",45.4136546184739,3.54773869346734,510,836,55,"Forest","Cool Temperate Moist",1041,85.5833333333333,11.9083333333334,47.4091666666667,0.758070833333333
"1000",45.8152610441767,6.66834170854271,537,592,58,"Forest","Cool Temperate Moist",2005,179.083333333333,3.85000000000002,40.0283333333333,0.267820833333333
"1001",42.5220883534137,2.32663316582915,531,637,58,"Forest","Cool Temperate Moist",1575,50.4166666666667,11.3,34.6766666666667,0.775416666666667
"1002",46.4979919678715,5.51507537688442,512,565,58,"Forest","Cool Temperate Moist",542,131.5,13.8833333333334,38.4791666666667,0.633104166666667
"1003",44.0883534136546,7.27889447236181,502,647,58,"Forest","Cool Temperate Moist",1714,102.833333333333,10.3500000000001,30.58,0.599579166666667
"1004",45.6546184738956,3.54773869346734,495,551,59,"Forest","Cool Temperate Moist",698,86.1666666666667,13.7583333333333,43.1375,0.699425
"1005",45.8955823293173,6.73618090452261,511,608,60,"Forest","Cool Temperate Moist",1499,152.166666666667,8.10833333333329,34.7275,0.613208333333333
"1006",47.3815261044177,6.80402010050251,538,564,59,"Forest","Cool Temperate Moist",459,116.25,13.3666666666667,40.7783333333333,0.6753625
"1007",44.4096385542169,3.75125628140704,501,627,60,"Forest","Cool Temperate Moist",1356,89.6666666666667,10.2333333333333,41.5133333333333,0.522416666666667
"1008",46.0963855421687,6.73618090452261,492,608,60,"Forest","Cool Temperate Moist",1181,131.25,11.0916666666666,32.7816666666667,0.56275
"1009",45.4538152610442,1.91959798994975,507,808,60,"Forest","Cool Temperate Moist",616,123.25,14.0583333333334,41.9158333333333,0.723158333333333
"1010",45.6947791164659,3.41206030150754,495,711,58,"Forest","Cool Temperate Moist",572,83.6666666666667,14.5333333333334,43.8083333333333,0.810954166666667
"1011",45.1325301204819,4.49748743718593,522,598,60,"Forest","Cool Temperate Moist",1050,99.4166666666667,11.6666666666667,41.3016666666667,0.747066666666667
"1012",46.578313253012,4.42964824120603,551,587,60,"Forest","Cool Temperate Moist",427,87.3333333333333,14.65,39.2,0.793441666666667
"1013",44.4899598393574,5.85427135678392,518,620,60,"Forest","Cool Temperate Moist",1114,83.5833333333333,12.2166666666667,33.325,0.602920833333333
"1014",45.0522088353414,4.09045226130653,539,663,56,"Forest","Cool Temperate Moist",1002,81.5,11.6583333333334,44.6516666666667,0.688775
"1015",44.1686746987952,5.65075376884422,493,692,61,"Forest","Cool Temperate Moist",929,82.25,14.4083333333334,30.8225,0.577720833333333
"1016",43.6064257028112,2.86934673366834,0,0,0,"Forest","Cool Temperate Moist",964,87.1666666666667,13.2083333333333,42.2366666666667,0.711829166666667
"1017",44.6104417670683,5.85427135678392,504,497,62,"Forest","Cool Temperate Moist",1134,86,12.1250000000001,31.5541666666667,0.4883
"1018",45.9357429718875,1.91959798994975,508,523,61,"Forest","Cool Temperate Moist",543,88.75,13.8166666666667,42.8375,0.806158333333333
"1019",45.293172690763,6.05778894472362,498,580,61,"Forest","Cool Temperate Moist",1451,171.75,7.79166666666669,38.1408333333333,0.624491666666667
"1020",44.0883534136546,7.68592964824121,497,606,61,"Forest","Cool Temperate Moist",1630,101.916666666667,9.60000000000008,33.265,0.513
"1021",46.3775100401606,5.78643216080402,471,783,58,"Forest","Cool Temperate Moist",463,132.083333333333,14.4750000000001,35.9408333333333,0.659804166666667
"1022",45.7751004016064,6.32914572864322,506,710,59,"Forest","Cool Temperate Moist",1012,132.916666666667,11.975,33.065,0.623183333333333
"1023",44.570281124498,5.65075376884422,520,741,60,"Forest","Cool Temperate Moist",1292,100.833333333333,11.2416666666667,31.58,0.630466666666667
